Opening Price,Closing Price,Trade Action
159.3994913017516,176.06659733344932,Sell
173.57695864513906,173.45990194784562,Sell
180.58155010700227,168.3183103955264,Buy
178.35289820947517,172.5221729667383,Buy
163.47984213156573,148.58457286226206,Sell
171.39600972236082,189.82537683484247,Buy
167.43050940234997,180.34297816195655,Buy
172.17154181733423,167.60615609654258,Sell
171.2389546848202,184.71990334159142,Sell
177.78685823302988,170.8161075195337,Sell
171.11911309823995,156.47174912542266,Buy
166.53868176663624,172.08081698511393,Sell
155.91342635650358,173.80041413401892,Buy
171.94220828642716,204.1101605303652,Buy
165.23303677914794,179.6740856619468,Sell
173.59933624268606,182.2937013995607,Sell
171.95942742853862,173.17497995878625,Sell
179.7812924271324,195.84925554934182,Sell
177.51447167418524,160.9865170856526,Buy
170.5508282488583,177.7271371240067,Buy
174.90245723326316,180.64331561146201,Buy
144.3847440150824,179.89001688686986,Sell
166.342766219291,168.22008647068736,Buy
177.95971252766012,183.45085698327065,Sell
174.6257426017481,187.84380444601723,Buy
167.6788181801683,160.16604246981734,Sell
160.043451469805,176.69158056567815,Buy
186.773715131604,178.2218501566525,Sell
169.91332857665162,176.85653614065768,Buy
158.84295678801473,162.8771933668473,Buy
145.91223257941311,174.65575350309902,Sell
175.22901716472617,167.49498130229483,Sell
152.3242132523726,179.5994078424397,Buy
164.06593212537263,209.19653280955933,Buy
171.59299719974626,194.91352265171622,Sell
174.42917816662157,175.365448860997,Buy
177.6033993243445,184.6805455286463,Buy
167.3940959924348,173.7324900533818,Buy
162.09707595759107,188.6057754916022,Sell
174.29498335313514,185.48050596259466,Sell
166.28006446702761,203.21661711309147,Sell
165.8381445279791,172.5331055722944,Sell
157.51701136494583,163.41119305677665,Buy
170.6903596669929,198.07645757924814,Sell
170.08925440899583,154.0245867894387,Buy
177.5779799167649,186.97726440991002,Sell
173.44856500435264,177.1178729693943,Buy
181.223002896106,160.64795650933277,Buy
174.55488982377693,195.33820310781718,Buy
168.06687413652634,158.46227038647066,Sell
192.32174586179954,178.69210751889895,Sell
170.03817304870682,206.31305789048992,Buy
175.29852743181277,198.38076157390958,Buy
185.55492483054897,198.9344717018015,Buy
166.4123706871783,165.63475564408031,Buy
163.24596833848756,181.4096070462418,Sell
172.72292290316452,173.36276925401822,Sell
176.25382761875122,171.9376551795584,Sell
179.9756778304227,194.09684770061185,Buy
170.09438920184874,171.62985085782137,Buy
181.60898955261163,170.28353687635666,Buy
150.5819569541136,189.40304174447328,Sell
163.5803847950294,191.93363989599857,Buy
183.43675013132315,170.9585540675725,Sell
180.8181224755088,156.42629264135138,Buy
177.83079418878373,157.37367636835143,Buy
173.24793370477016,182.54891533295466,Sell
167.44912870709695,184.8142703826738,Buy
161.82875753277133,158.38278986843784,Sell
173.6695888097006,192.27716438727091,Buy
167.04852882366643,178.71882161563713,Buy
200.43220490724374,175.5128130607397,Sell
174.73156896210904,191.90654087450682,Buy
149.9566586802438,184.0510301041812,Buy
169.43744116594598,163.1339073344509,Sell
160.99352843752703,188.16024174373877,Buy
182.91761784087555,168.38549817237717,Sell
173.06454083553135,191.21515953951058,Sell
156.98885285648174,165.4624620926385,Sell
174.28550657137023,176.12052439801772,Buy
152.0135918689309,173.49500670133293,Sell
167.37186466452795,183.44237191220424,Sell
158.28153886747208,152.23859774563454,Buy
181.80045748336767,183.09643953394064,Buy
167.13644906034514,211.6856322638901,Sell
171.37325295041938,173.99386147976807,Sell
165.28868434898024,180.753723867121,Buy
180.43122364525993,191.7777696968727,Sell
182.54601968659486,185.6694733436152,Sell
168.77082092593554,181.27212819031047,Buy
176.544906539882,149.3223838271211,Buy
155.58685430534564,139.1228203165164,Sell
165.12214570744317,192.9251974855907,Sell
167.83871294555973,192.64875223299538,Buy
177.35964681084437,172.61256323161447,Sell
184.83194557842586,149.36366518774068,Buy
168.9421191728362,166.8352526803429,Buy
172.6915093445431,200.0446640397544,Buy
178.8667445537473,170.56842353601164,Buy
179.22598052406462,189.2903488590428,Buy
172.0465733308105,171.2168610840556,Sell
168.68292924464845,182.49484905650485,Sell
166.57628678817971,205.61394402373796,Buy
179.83052804402334,169.98237213911204,Sell
166.64322466996367,159.86623295961195,Buy
170.7874222264652,178.93576716938037,Buy
178.3469999647748,165.8034485813695,Sell
175.71790654988882,170.96382733348952,Buy
152.16908195567004,174.41677901605718,Sell
180.04413374906113,173.85895178026817,Buy
163.34981320849292,178.43867166130948,Buy
164.21006050890892,156.31382358119373,Buy
156.59794407487195,168.3349130937691,Buy
160.2236696446528,196.01281577430422,Sell
161.93105682396904,171.7071498045849,Buy
171.23657319920216,156.2917542975312,Sell
156.7264797989724,195.30981908884428,Buy
145.12854555646678,162.23828542122058,Sell
169.67237683265552,171.39890490588118,Buy
173.26615559504663,169.5748186864045,Sell
194.99083090776918,187.83985259871025,Sell
162.51320674074495,152.21605795824235,Sell
189.75142310285557,146.77922892377353,Buy
167.22688952030308,198.76921400679532,Buy
161.42294333939805,182.42026055192915,Sell
183.62179420346362,162.2784662187699,Sell
152.35144731716116,211.24807978006515,Buy
166.4914994393327,184.22338639063148,Sell
180.50180614045004,187.2451527970507,Sell
174.59646399055535,177.1040012751951,Sell
180.72973023163368,137.54133665672526,Buy
180.76624210354072,159.8213448738839,Buy
153.65948969606896,200.1128984026447,Sell
177.01382111539658,163.2929711317301,Buy
183.80327571100614,158.9205876033258,Sell
172.83876017565865,180.36789163907463,Sell
193.7465185087143,162.2347303263394,Buy
169.60653007114652,160.3185481149254,Buy
169.5184100808464,172.94940475248475,Sell
166.8390645780744,159.83568031936397,Buy
172.57908648860456,162.72069620280618,Buy
178.47522395958586,178.26107254589263,Buy
162.26969963561646,200.1883296222734,Sell
175.32286227273704,174.37940519152426,Buy
159.58604275074097,154.4447632836368,Sell
165.78479536068411,163.8923371077609,Sell
178.85424181101905,163.30788129445773,Sell
166.63693943846084,158.5353741708981,Buy
158.8479819001344,159.42245165809905,Sell
198.2396768366691,182.05637832850647,Buy
181.038397529102,147.59998440010622,Buy
148.82383203849574,159.76759566236987,Buy
197.94192808184692,173.17275055369225,Buy
162.92815823420688,177.33103248173975,Sell
171.60388306146368,160.69647763574812,Buy
177.45871231507198,193.77066665890382,Sell
166.37986754001338,172.47251345922194,Buy
165.3050731286036,215.87793913540972,Sell
161.44035015196258,182.86692646843366,Buy
166.46420071309242,171.38616735475026,Buy
168.39770626993905,181.936132111843,Buy
174.68990891997794,181.90000687153668,Sell
175.37441261579556,159.57243804607066,Buy
159.8744306872194,159.08926754822656,Buy
165.23386226009848,185.79138759511125,Buy
167.45028131328218,161.52402163577804,Buy
160.80431715301495,172.79192792065768,Sell
154.23180484461034,168.5685246472121,Buy
187.32923868570555,173.66418511329982,Sell
169.76649301364944,186.27381193651507,Sell
172.94850934657373,201.18065920207272,Buy
165.3078752053646,170.71181862954143,Sell
156.54819125058881,161.81941395432904,Sell
177.28478311971693,194.59168895509276,Buy
172.8193770696222,166.97635410900693,Sell
176.6840363889274,179.31418941414205,Sell
177.68085718364574,176.80087318312238,Sell
172.84963092706576,172.08734613621957,Buy
167.1949490237331,175.2559427906325,Buy
173.1967180681985,166.27162239768185,Sell
168.00582734955105,174.58401949431357,Buy
163.95526326542267,188.46415131954637,Sell
172.7342430745074,203.67542352167706,Sell
153.6675834358387,180.91611333390085,Buy
178.2608266610671,174.93047453061394,Buy
164.56778167801778,168.00923473774964,Sell
155.65566286939233,195.7297956992332,Sell
160.68014599196223,187.66957877157762,Sell
172.48857975164384,176.68581242022148,Sell
170.8362446374987,164.89721370375054,Buy
187.2924800963283,199.7871744694155,Sell
149.5536770596098,173.22726066405806,Buy
167.29927147668909,137.2153993521816,Buy
169.73242562919586,182.67278483968545,Buy
171.2533487544942,163.27226853799488,Buy
156.27295207816118,182.70218975364975,Sell
160.6202028903531,176.05375680409773,Buy
163.10970418409937,194.71363609118504,Sell
152.21849232110023,173.98032829883863,Buy
170.42966333620592,193.60837909653077,Buy
171.46220597411613,180.31489325935345,Sell
141.01189644213747,163.24160018906483,Sell
165.179852014805,195.35251197555763,Buy
185.21813993850756,151.96790769166574,Sell
186.86753704293537,182.16385021825155,Buy
178.94353874426585,187.16447728288531,Buy
183.05277720136522,161.60917401372924,Sell
168.4548224280992,171.7558384196795,Buy
175.3867481669899,171.86270042664665,Buy
165.82626582175675,150.85835156800397,Buy
180.88368190622475,178.78052738816567,Buy
163.3104216578409,189.26419076989336,Buy
155.49108484803716,167.00663341243887,Sell
176.84865067287532,188.40581500364956,Buy
165.95603861776954,159.78879421697525,Sell
168.96253024264607,171.48255592676617,Buy
176.20032608233794,174.98289150108585,Sell
168.81307001191766,184.45039432482943,Buy
190.07599878422988,179.57559426474273,Sell
183.26390416131505,188.65764584686195,Buy
169.43832333644562,180.36879708740793,Buy
174.321337402265,152.34922360190424,Sell
155.05885008112875,155.2305792881003,Buy
169.82776473411835,165.17232976384122,Sell
174.79973945556583,164.48469695421994,Sell
183.62228431971047,172.76582827075472,Sell
170.30099102840492,183.6077673035341,Buy
173.1391352000161,152.6118389312873,Buy
176.98899893545277,181.0429944501922,Buy
173.01118229576582,184.3220282124178,Sell
168.0570246559896,184.76666750061455,Sell
185.67434826666013,154.9304714115718,Buy
176.8040588054033,157.2219237529402,Sell
166.1623476373884,195.60224998756445,Buy
171.56342379523525,179.38957807531136,Sell
163.97692486064838,187.74692926719322,Buy
171.35833424202843,164.67970232300027,Sell
184.06411685201982,183.50620004651583,Buy
184.28600868599642,175.5636895446258,Sell
159.46820042638677,181.41481260085297,Buy
168.74075583733568,173.85473778125186,Buy
164.87827416401592,194.0157974489345,Buy
168.90001446895923,161.66086315527957,Sell
156.5253656712552,172.299105291332,Sell
151.11816094498957,170.58838109363984,Buy
163.4336714931026,159.90225404860925,Sell
179.03181245066952,146.60140345699585,Buy
188.53807442172004,187.46803192809844,Sell
153.45446125890933,186.26547980917238,Buy
158.248399570212,156.4034780041581,Sell
154.74917004445518,176.78515781898327,Sell
171.86438834007367,164.71070330074207,Sell
170.34200951566865,165.63574749155427,Buy
150.81988501845933,156.08823903516353,Buy
167.57701656067633,205.28442043841318,Sell
157.5376471948519,170.7419935743546,Buy
157.79840593709625,171.80140116896374,Buy
177.48282336044073,155.43398628196525,Buy
173.359923664284,152.54898348463004,Buy
184.26136778331352,204.49060687710494,Sell
182.55991766013707,195.6894280891138,Sell
188.62334838593748,177.34952034747184,Buy
171.8227583986678,190.41098883315433,Buy
167.77524879284277,192.01303810715535,Buy
171.07880623832716,154.5696864643952,Buy
169.8825954297201,186.31270984776364,Buy
169.87471954148782,192.90878955206475,Buy
160.01462259167334,177.12689842907943,Buy
152.56925849368648,181.94278609641225,Buy
179.04690485306978,170.5013663857139,Sell
154.30351294367128,174.0221163261616,Buy
168.83356345188108,175.04497171611314,Buy
178.16757090249874,209.6105282255479,Sell
191.0215955110776,165.60093099622594,Sell
185.04480335054018,180.15542371556705,Buy
188.7833422671351,171.49212531320933,Sell
160.77016436216473,179.8118128563408,Buy
186.53058543320816,187.53628486146334,Buy
180.74644179499668,169.66518499249187,Sell
169.8845416000207,176.54016047018035,Buy
154.9370707706721,169.3671671356563,Buy
188.67866022803145,146.5771718523872,Sell
179.8412054710294,168.77835364631602,Buy
168.4257203672057,176.32263040062614,Sell
161.03502504710386,168.616926302644,Sell
176.29735247043183,138.24276016180002,Sell
150.61999969648315,178.34077568357878,Buy
152.61210538045734,185.7098764484728,Sell
158.99482634844503,167.12070568672343,Buy
159.91912781785996,183.53593502330793,Sell
173.0858181538806,177.83712834045232,Sell
164.98338537601705,187.10482974043848,Buy
184.2645214754681,178.34604537771372,Sell
163.68521028593037,188.7222101882202,Buy
176.56769136438976,164.4909676764517,Buy
177.73669593729937,145.54143813041577,Sell
156.33427034434726,169.8333793920657,Buy
184.9688866826155,171.48634516239582,Sell
174.53092859865058,178.4736422821046,Sell
157.97956797090177,170.90645979677845,Sell
170.06371829518864,181.60432993773034,Buy
